der Name, die Namen	name
to nurse	"(jemanden) stillen
stillt, stillte, hat gestillt"
die Windel, die Windeln	diapers
diapers	die Windel, die Windeln
der Kinderwagen, die Kinderwagen	baby carriage
baby carriage	der Kinderwagen, die Kinderwagen
das Kuscheltier, die Kuscheltiere	stuffed animal
stuffed animal	das Kuscheltier, die Kuscheltiere
"das Spielzeug
hier nur Singular"	toy
toy	"das Spielzeug
hier nur Singular"
Wo können die Kinder spielen?	Where can the children play?
Where can the children play?	Wo können die Kinder spielen?
der Spielplatz, die Spielplätze	playground
playground	der Spielplatz, die Spielplätze
der Kindergarten, die Kindergärten	kindergarten
kindergarten	der Kindergarten, die Kindergärten
Ich habe keine Betreuung für meine Kinder.	I don't have any child care.
I don't have any child care.	Ich habe keine Betreuung für meine Kinder.
Ich brauche einen Babysitter.	I need a babysitter.
I need a babysitter.	Ich brauche einen Babysitter.
die Wohnung, die Wohnungen	apartment
apartment	die Wohnung, die Wohnungen
Ich suche eine Wohnung.	I'm looking for an apartment.
I'm looking for an apartment.	Ich suche eine Wohnung.
das Zimmer, die Zimmer	room
room	das Zimmer, die Zimmer
Wie viele Zimmer hat die Wohnung?	How many rooms does the apartment have?
How many rooms does the apartment have?	Wie viele Zimmer hat die Wohnung?
ein Zimmer	one room
one room	ein Zimmer
die Drei-Zimmer-Wohnung, die Drei-Zimmer-Wohnungen	three-room apartment
three-room apartment	die Drei-Zimmer-Wohnung, die Drei-Zimmer-Wohnungen
die Küche, die Küchen	kitchen
kitchen	die Küche, die Küchen
das Bad, die Bäder	bathroom
bathroom	das Bad, die Bäder
das Schlafzimmer, die Schlafzimmer	bedroom
bedroom	das Schlafzimmer, die Schlafzimmer
das Wohnzimmer, die Wohnzimmer	living room
living room	das Wohnzimmer, die Wohnzimmer
der Flur, die Flure	hall
hall	der Flur, die Flure
der Keller, die Keller	cellar
cellar	der Keller, die Keller
die Miete, die Mieten	rent
rent	die Miete, die Mieten
Wie hoch ist die Miete?	How much is the rent? 
How much is the rent? 	Wie hoch ist die Miete?
die Kaltmiete, die Kaltmieten	rent without utilities
rent without utilities	die Kaltmiete, die Kaltmieten
die Warmmiete, die Warmmieten	rent with utilities
rent with utilities	die Warmmiete, die Warmmieten
"die Nebenkosten
nur Plural"	additional costs
additional costs	"die Nebenkosten
nur Plural"
Wie hoch sind die Nebenkosten?	How much are the additional costs? 
How much are the additional costs? 	Wie hoch sind die Nebenkosten?
der Mietvertrag, die Mietverträge	rental contract
rental contract	der Mietvertrag, die Mietverträge
Sie müssen den Mietvertrag unterschreiben.	You have to sign the contract. (formal)
You have to sign the contract. (formal)	Sie müssen den Mietvertrag unterschreiben.
"das Möbel, die Möbel
meist im Plural"	furniture
furniture	"das Möbel, die Möbel
meist im Plural"
das Bett, die Betten	bed
bed	das Bett, die Betten
Ich suche ein Bett.	I'm looking for a bed. 
I'm looking for a bed. 	Ich suche ein Bett.
der Stuhl, die Stühle	chair
chair	der Stuhl, die Stühle
Wir brauchen vier Stühle.	We need four chairs.
We need four chairs.	Wir brauchen vier Stühle.
der Tisch, die Tische	table
table	der Tisch, die Tische
das Sofa, die Sofas	sofa/couch
sofa/couch	das Sofa, die Sofas
der Teppich, die Teppiche	carpet
carpet	der Teppich, die Teppiche
der Vorhang, die Vorhänge	curtains
curtains	der Vorhang, die Vorhänge
der Fernseher, die Fernseher	TV
TV	der Fernseher, die Fernseher
der Herd, die Herde	stove
stove	der Herd, die Herde
Ich möchte einen Herd kaufen.	I would like to buy a stove.
I would like to buy a stove.	Ich möchte einen Herd kaufen.
der Kühlschrank, die Kühlschränke	refrigerator
refrigerator	der Kühlschrank, die Kühlschränke
die Waschmaschine, die Waschmaschinen	washing machine
washing machine	die Waschmaschine, die Waschmaschinen
der Staubsauger, die Staubsauger	vacuum cleaner
vacuum cleaner	der Staubsauger, die Staubsauger
Das muss repariert werden.	It has to be repaired. 
It has to be repaired. 	Das muss repariert werden.
Können Sie das reparieren bitte?	Can you please repair it? (formal)
Can you please repair it? (formal)	Können Sie das reparieren bitte?
Das Licht geht nicht.	The light doesn't work.
The light doesn't work.	Das Licht geht nicht.
Das Licht geht wieder.	The light is working again.
The light is working again.	Das Licht geht wieder.
Die Heizung funktioniert nicht.	The heater is not working.
The heater is not working.	Die Heizung funktioniert nicht.
Die Heizung ist wieder in Ordnung.	The heater is working again.
The heater is working again.	Die Heizung ist wieder in Ordnung.
Der Wasserhahn tropft.	The faucet is dripping.
The faucet is dripping.	Der Wasserhahn tropft.
Das Wasser läuft nicht ab.	The water doesn't drain.
The water doesn't drain.	Das Wasser läuft nicht ab.
Der Abfluss ist verstopft.	The drain is clogged.
The drain is clogged.	Der Abfluss ist verstopft.
Die Waschmaschine ist kaputt.	The washing machine is broken.
The washing machine is broken.	Die Waschmaschine ist kaputt.
Das Fenster geht nicht zu.	The window doesn't close.
The window doesn't close.	Das Fenster geht nicht zu.
Die Internetverbindung funktioniert nicht.	The internet connection is not working.
The internet connection is not working.	Die Internetverbindung funktioniert nicht.
das Rohr, die Rohre	pipe
pipe	das Rohr, die Rohre
das Kabel, die Kabel	cable
cable	das Kabel, die Kabel
der Hausmeister, die Hausmeister	janitor (male)
janitor (male)	der Hausmeister, die Hausmeister
die Hausmeisterin, die Hausmeisterinnen	janitor (female)
janitor (female)	die Hausmeisterin, die Hausmeisterinnen
Das ist sauber.	It's clean.
It's clean.	Das ist sauber.
Das ist schmutzig.	It's dirty.
It's dirty.	Das ist schmutzig.
das Putzmittel, die Putzmittel	cleaning detergent
cleaning detergent	das Putzmittel, die Putzmittel
der Putzlappen, die Putzlappen	cleaning rag
cleaning rag	der Putzlappen, die Putzlappen
Ich muss die Küche putzen.	I have to clean the kitchen.
I have to clean the kitchen.	Ich muss die Küche putzen.
Du musst die Wohnung aufräumen.	You have to clean the apartment. (informal)
You have to clean the apartment. (informal)	Du musst die Wohnung aufräumen.
"(etwas) fegen
fegt, fegte, hat gefegt"	to sweep
to sweep	"(etwas) fegen
fegt, fegte, hat gefegt"
"(etwas) wischen
wischt, wischte, hat gewischt"	to mop/to wipe something
to mop/to wipe something	"(etwas) wischen
wischt, wischte, hat gewischt"
Kannst du spülen bitte?	Can you please wash the dishes? (informal)
Can you please wash the dishes? (informal)	Kannst du spülen bitte?
Ich muss staubsaugen.	I have to vacuum.
I have to vacuum.	Ich muss staubsaugen.
Wo ist der Staubsauger?	Where is the vacuum cleaner?
Where is the vacuum cleaner?	Wo ist der Staubsauger?
"der Müll
nur Singular"	garbage
garbage	"der Müll
nur Singular"
Kannst du den Müll bitte rausbringen?	Can you take out the garbage, please? (informal)
Can you take out the garbage, please? (informal)	Kannst du den Müll bitte rausbringen?
"das Altglas weg|bringen
bringt weg, brachte weg, hat weggebracht"	to take the glass to the recycling container
to take the glass to the recycling container	"das Altglas weg|bringen
bringt weg, brachte weg, hat weggebracht"
die Bank, die Banken	bank, banks
bank, banks	die Bank, die Banken
Ich gehe zur Bank.	I'm going to the bank.
I'm going to the bank.	Ich gehe zur Bank.
das Bankkonto, die Bankkonten	bank account
bank account	das Bankkonto, die Bankkonten
Ich möchte ein Konto eröffnen.	I would like to open a bank account.
I would like to open a bank account.	Ich möchte ein Konto eröffnen.
der Kontoauszug, die Kontoauszüge	bank statement
bank statement	der Kontoauszug, die Kontoauszüge
die Überweisung, die Überweisungen	money transfer
money transfer	die Überweisung, die Überweisungen
Ich möchte Geld überweisen.	I would like to transfer money.
I would like to transfer money.	Ich möchte Geld überweisen.
Ich muss Geld abheben.	I have to withdraw money.
I have to withdraw money.	Ich muss Geld abheben.
"der Zins, die Zinsen
meist im Plural"	interest
interest	"der Zins, die Zinsen
meist im Plural"
die EC-Karte, die EC-Karten	debit card
debit card	die EC-Karte, die EC-Karten
die Kreditkarte, die Kreditkarten	credit card
credit card	die Kreditkarte, die Kreditkarten
die Kontonummer, die Kontonummern	account number
account number	die Kontonummer, die Kontonummern
"die IBAN, die IBANs
Abkürzung für: International Bank Account Number"	IBAN
IBAN	"die IBAN, die IBANs
Abkürzung für: International Bank Account Number"
die Geheimzahl, die Geheimzahlen	PIN
PIN	die Geheimzahl, die Geheimzahlen
Wie ist das Wetter?	What's the weather like?
What's the weather like?	Wie ist das Wetter?
Das Wetter ist gut.	The weather's nice.
The weather's nice.	Das Wetter ist gut.
Die Sonne scheint.	The sun is shining.
The sun is shining.	Die Sonne scheint.
Das Wetter ist schlecht.	The weather is bad.
The weather is bad.	Das Wetter ist schlecht.
Es regnet.	It's raining.
It's raining.	Es regnet.
Ich brauche einen Regenschirm.	I need an umbrella.
I need an umbrella.	Ich brauche einen Regenschirm.
Ich friere.	I'm freezing.
I'm freezing.	Ich friere.
Es schneit.	It's snowing.
It's snowing.	Es schneit.
"der Wind, die Winde
Plural selten"	wind
wind	"der Wind, die Winde
Plural selten"
Es ist windig.	It's windy.
It's windy.	Es ist windig.
Mir ist kalt.	I'm cold.
I'm cold.	Mir ist kalt.
Mir ist heiß.	I'm hot.
I'm hot.	Mir ist heiß.
Morgen werden es 30 Grad.	It's going to be 30 degrees Celsius tomorrow.
It's going to be 30 degrees Celsius tomorrow.	Morgen werden es 30 Grad.
Heute sind es minus 5 Grad.	It's minus five degrees Celsius today.
It's minus five degrees Celsius today.	Heute sind es minus 5 Grad.
Zieh dich warm an.	Put something warm on. (informal)
Put something warm on. (informal)	Zieh dich warm an.
"die Freizeit
nur Singular"	spare time
spare time	"die Freizeit
nur Singular"
Was machst du in deiner Freizeit?	What do you do in your spare time? (informal)
What do you do in your spare time? (informal)	Was machst du in deiner Freizeit?
Ich mache Sport.	I work out.
I work out.	Ich mache Sport.
Ich spiele Fußball.	I play soccer.
I play soccer.	Ich spiele Fußball.
Ich tanze gern.	I like dancing.
I like dancing.	Ich tanze gern.
Ich gehe spazieren.	I walk.
I walk.	Ich gehe spazieren.
Ich gehe joggen.	I jog.
I jog.	Ich gehe joggen.
Ich gehe schwimmen.	I swim.
I swim.	Ich gehe schwimmen.
Ich gehe klettern.	I go climbing.
I go climbing.	Ich gehe klettern.
Ich gehe wandern.	I hike.
I hike.	Ich gehe wandern.
Ich fahre gern Fahrrad.	I like bike riding.
I like bike riding.	Ich fahre gern Fahrrad.
Ich gehe ins Fitnessstudio.	I go to the gym.
I go to the gym.	Ich gehe ins Fitnessstudio.
Ich schwimme gern.	I like swimming.
I like swimming.	Ich schwimme gern.
Ich fahre gerne Ski.	I like skiing.
I like skiing.	Ich fahre gerne Ski.
Kommst du mit?	Do you want to come along? (informal)
Do you want to come along? (informal)	Kommst du mit?
das Hobby, die Hobbys	hobby
hobby	das Hobby, die Hobbys
Was sind deine Hobbys?	What are your hobbies? (informal)
What are your hobbies? (informal)	Was sind deine Hobbys?
Ich lese gern.	I like reading.
I like reading.	Ich lese gern.
Ich koche gern.	I like cooking.
I like cooking.	Ich koche gern.
Ich höre gerne Musik.	I like listening to music.
I like listening to music.	Ich höre gerne Musik.
Ich singe gern.	I like singing.
I like singing.	Ich singe gern.
Ich gehe gern ins Kino.	I like going to the movies.
I like going to the movies.	Ich gehe gern ins Kino.
Ich gehe gern ins Theater.	I like going to the theater.
I like going to the theater.	Ich gehe gern ins Theater.
Ich fotografiere gern.	I like taking pictures.
I like taking pictures.	Ich fotografiere gern.
Ich male gern.	I like painting.
I like painting.	Ich male gern.
Ich gehe gern ins Museum.	I like going to the museum.
I like going to the museum.	Ich gehe gern ins Museum.
Ich surfe im Internet.	I surf the internet.
I surf the internet.	Ich surfe im Internet.
Ich spiele Computerspiele.	I play computer games.
I play computer games.	Ich spiele Computerspiele.
Ich treffe mich mit Freunden.	I hang out with friends.
I hang out with friends.	Ich treffe mich mit Freunden.
Ich gehe gern shoppen.	I like going shopping.
I like going shopping.	Ich gehe gern shoppen.
Ich höre lieber Musik.	I prefer listening to music.
I prefer listening to music.	Ich höre lieber Musik.
der Rechner, die Rechner	computer
computer	der Rechner, die Rechner
"der Computer, die Computer
aus dem Englischen"	computer
computer	"der Computer, die Computer
aus dem Englischen"
Kann ich deinen Rechner benutzen?	May I use your computer? (informal)
May I use your computer? (informal)	Kann ich deinen Rechner benutzen?
"das Tablet, die Tablets
aus dem Englischen"	tablet
tablet	"das Tablet, die Tablets
aus dem Englischen"
Ich habe ein Tablet.	I have a tablet.
I have a tablet.	Ich habe ein Tablet.
die Tastatur, die Tastaturen	keyboard
keyboard	die Tastatur, die Tastaturen
die Maus, die Mäuse	mouse
mouse	die Maus, die Mäuse
der Monitor, die Monitore	monitor
monitor	der Monitor, die Monitore
Ich mache den Rechner an.	I'm turning on the computer.
I'm turning on the computer.	Ich mache den Rechner an.
Ich fahre den Rechner runter.	I'm shutting down the computer.
I'm shutting down the computer.	Ich fahre den Rechner runter.
Ich speichere die Datei.	I'm saving the file.
I'm saving the file.	Ich speichere die Datei.
Ich lösche die Datei.	I'm deleting the file.
I'm deleting the file.	Ich lösche die Datei.
Ich erstelle einen Ordner.	I'm creating a folder.
I'm creating a folder.	Ich erstelle einen Ordner.
die Datei, die Dateien	file
file	die Datei, die Dateien
der USB-Stick, die USB-Sticks	USB flash drive
USB flash drive	der USB-Stick, die USB-Sticks
Ich habe die Datei auf einem Stick.	I have the file on a USB flash drive.
I have the file on a USB flash drive.	Ich habe die Datei auf einem Stick.
die Festplatte, die Festplatten	hard disk
hard disk	die Festplatte, die Festplatten
der Drucker, die Drucker	printer
printer	der Drucker, die Drucker
Können Sie das für mich ausdrucken?	Can you print this for me? (formal)
Can you print this for me? (formal)	Können Sie das für mich ausdrucken?
Entschuldigung, gibt es hier WLAN?	Excuse me, do you have Wi-Fi here?
Excuse me, do you have Wi-Fi here?	Entschuldigung, gibt es hier WLAN?
Wie ist das Passwort?	What's the password?
What's the password?	Wie ist das Passwort?
Ich habe kein Internet.	I don't have an internet connection.
I don't have an internet connection.	Ich habe kein Internet.
Ich habe kein Netz.	I don't have a network connection.
I don't have a network connection.	Ich habe kein Netz.
Ich logge mich ein.	I'm logging on.
I'm logging on.	Ich logge mich ein.
Du musst dich anmelden.	You have to register. (informal)
You have to register. (informal)	Du musst dich anmelden.
Du musst dich ausloggen.	You have to log out. (informal)
You have to log out. (informal)	Du musst dich ausloggen.
Hast du dich abgemeldet?	Have you signed out? (informal)
Have you signed out? (informal)	Hast du dich abgemeldet?
"die Webseite, die Webseiten
alternativ: die Website, die Websites"	website
website	"die Webseite, die Webseiten
alternativ: die Website, die Websites"
die URL, die URLs	internet address
internet address	die URL, die URLs
die Internetadresse, die Internetadressen	internet address
internet address	die Internetadresse, die Internetadressen
www.dw.com	www.dw.com
www.dw.com	www.dw.com
Das kannst du googeln.	You can google it. (informal)
You can google it. (informal)	Das kannst du googeln.
Ich muss eine Mail schicken.	I have to send an email.
I have to send an email.	Ich muss eine Mail schicken.
Ich kann die Datei nicht herunterladen.	I can't download the file.
I can't download the file.	Ich kann die Datei nicht herunterladen.
Ich möchte eine App installieren.	I would like to install an app.
I would like to install an app.	Ich möchte eine App installieren.
Kannst du den Link teilen?	Can you share the link? (informal)
Can you share the link? (informal)	Kannst du den Link teilen?
"(der) Fußball
hier nur Singular, selten mit Artikel"	soccer
soccer	"(der) Fußball
hier nur Singular, selten mit Artikel"
das Stadion, die Stadien	stadium
stadium	das Stadion, die Stadien
Ich gehe ins Stadion.	I'm going to the stadium.
I'm going to the stadium.	Ich gehe ins Stadion.
das Spiel, die Spiele	game/match
game/match	das Spiel, die Spiele
die Mannschaft, die Mannschaften	team
team	die Mannschaft, die Mannschaften
der Torwart, die Torwarte	goalkeeper (male)
goalkeeper (male)	der Torwart, die Torwarte
die Torwartin, die Torwartinnen	goalkeeper (female)
goalkeeper (female)	die Torwartin, die Torwartinnen
der Stürmer, die Stürmer	striker (male)
striker (male)	der Stürmer, die Stürmer
die Stürmerin, die Stürmerinnen	striker (female)
striker (female)	die Stürmerin, die Stürmerinnen
Er schießt ein Tor.	He scores a goal.
He scores a goal.	Er schießt ein Tor.
Tor!	Goal!
Goal!	Tor!
der Verteidiger, die Verteidiger	defender (male)
defender (male)	der Verteidiger, die Verteidiger
die Verteidigerin, die Verteidigerinnen	defender (female)
defender (female)	die Verteidigerin, die Verteidigerinnen
der Schiedsrichter, die Schiedsrichter	referee (male)
referee (male)	der Schiedsrichter, die Schiedsrichter
die Schiedsrichterin, die Schiedsrichterinnen	referee (female)
referee (female)	die Schiedsrichterin, die Schiedsrichterinnen
Es steht unentschieden.	It is a draw.
It is a draw.	Es steht unentschieden.
Für wen bist du?	Who are you cheering for? (informal)
Who are you cheering for? (informal)	Für wen bist du?
Was ist deine Lieblingsmannschaft?	What is your favorite team? (informal)
What is your favorite team? (informal)	Was ist deine Lieblingsmannschaft?
"der Fan, die Fans
aus dem Englischen"	fan
fan	"der Fan, die Fans
aus dem Englischen"
Wir haben gewonnen!	We won!
We won!	Wir haben gewonnen!
Wir gehen feiern.	We're going out to party.
We're going out to party.	Wir gehen feiern.
Sollen wir ausgehen?	Should we go out?
Should we go out?	Sollen wir ausgehen?
Ich treffe mich mit Freunden.	I'm meeting friends.
I'm meeting friends.	Ich treffe mich mit Freunden.
das Wochenende, die Wochenenden	weekend
weekend	das Wochenende, die Wochenenden
die Kneipe, die Kneipen	pub
pub	die Kneipe, die Kneipen
Lass uns in die Kneipe gehen.	Let's go to the pub.
Let's go to the pub.	Lass uns in die Kneipe gehen.
Möchtest du tanzen?	  Would you like to dance?
  Would you like to dance?	Möchtest du tanzen?
der Club, die Clubs	club
club	der Club, die Clubs
Wir gehen in den Club.	We're going to the club.
We're going to the club.	Wir gehen in den Club.
"der Cocktail, die Cocktails
aus dem Englischen"	cocktail
cocktail	"der Cocktail, die Cocktails
aus dem Englischen"
das Bier, die Biere (nach Zahl: Bier)	beer
beer	das Bier, die Biere (nach Zahl: Bier)
Ich gebe dir einen aus.	This one's on me. (informal)
This one's on me. (informal)	Ich gebe dir einen aus.
Du bist betrunken.	You are drunk. (informal)
You are drunk. (informal)	Du bist betrunken.
Wohin gehst du?	Where are you going? (informal)
Where are you going? (informal)	Wohin gehst du?
Ich gehe zum Supermarkt.	I'm going to the supermarket.
I'm going to the supermarket.	Ich gehe zum Supermarkt.
Ich gehe zur Apotheke.	I'm going to the pharmacy.
I'm going to the pharmacy.	Ich gehe zur Apotheke.
Ich gehe zur Bank.	I'm going to the bank.
I'm going to the bank.	Ich gehe zur Bank.
Ich gehe zu meinem Vater.	I'm going to my father's place.
I'm going to my father's place.	Ich gehe zu meinem Vater.
Ich gehe zum Arzt.	I'm going to the doctor.
I'm going to the doctor.	Ich gehe zum Arzt.
Ich gehe zum Auto.	I'm going to the car.
I'm going to the car.	Ich gehe zum Auto.
Ich gehe in die Bibliothek.	I'm going to the library.
I'm going to the library.	Ich gehe in die Bibliothek.
Ich gehe in den Park.	I'm going to the park.
I'm going to the park.	Ich gehe in den Park.
Ich gehe ins Büro.	I'm going to the office.
I'm going to the office.	Ich gehe ins Büro.
Ich gehe ins Kino.	I'm going to the movies.
I'm going to the movies.	Ich gehe ins Kino.
"das Restaurant, die Restaurants
aus dem Französischen"	restaurant
restaurant	"das Restaurant, die Restaurants
aus dem Französischen"
Hier ist die Speisekarte.	Here is the menu.
Here is the menu.	Hier ist die Speisekarte.
die Vorspeise, die Vorspeisen	appetizer
appetizer	die Vorspeise, die Vorspeisen
die Hauptspeise, die Hauptspeisen	main course
main course	die Hauptspeise, die Hauptspeisen
"der Nachtisch, die Nachtische
Plural selten"	dessert
dessert	"der Nachtisch, die Nachtische
Plural selten"
Ich nehme eine Suppe.	I'd like a soup.
I'd like a soup.	Ich nehme eine Suppe.
Haben Sie Salat?	  Do you have salads?
  Do you have salads?	Haben Sie Salat?
Ich hätte gern ein Schnitzel.	I'd like a schnitzel.
I'd like a schnitzel.	Ich hätte gern ein Schnitzel.
Wir haben kein Schnitzel.	We don't have schnitzel.
We don't have schnitzel.	Wir haben kein Schnitzel.
Wir haben heute Spaghetti.	We have spaghetti today.
We have spaghetti today.	Wir haben heute Spaghetti.
Ich nehme das Menü 1.	I'd like menu 1.
I'd like menu 1.	Ich nehme das Menü 1.
Die Rechnung bitte!	The bill, please!
The bill, please!	Die Rechnung bitte!
Ich möchte gerne zahlen.	I'd like to pay.
I'd like to pay.	Ich möchte gerne zahlen.
Zusammen oder getrennt?	Will you pay together or split the bill?
Will you pay together or split the bill?	Zusammen oder getrennt?
Wir möchten getrennt zahlen bitte.	We'd like to split the bill.
We'd like to split the bill.	Wir möchten getrennt zahlen bitte.
"die Schokolade
nur Singular"	chocolate
chocolate	"die Schokolade
nur Singular"
Ich esse gerne Schokolade.	I like to eat chocolate.
I like to eat chocolate.	Ich esse gerne Schokolade.
die Praline, die Pralinen	chocolate truffles
chocolate truffles	die Praline, die Pralinen
das Gummibärchen, die Gummibärchen	gummy bear
gummy bear	das Gummibärchen, die Gummibärchen
"das Eis
nur Singular"	ice cream
ice cream	"das Eis
nur Singular"
Eine Kugel Eis bitte!	One scoop of ice cream, please!
One scoop of ice cream, please!	Eine Kugel Eis bitte!
der Keks, die Kekse	cookie/biscuit
cookie/biscuit	der Keks, die Kekse
der Kuchen, die Kuchen	cake
cake	der Kuchen, die Kuchen
"das Bonbon, die Bonbons
aus dem Französischen"	candy
candy	"das Bonbon, die Bonbons
aus dem Französischen"
"das Kaugummi, die Kaugummis
alternativ: der Kaugummi, die Kaugummis"	(chewing) gum
(chewing) gum	"das Kaugummi, die Kaugummis
alternativ: der Kaugummi, die Kaugummis"
"der Chip, die Chips
meist im Plural, aus dem Englischen"	chips
chips	"der Chip, die Chips
meist im Plural, aus dem Englischen"
Ich esse oft Chips.	I often eat chips.
I often eat chips.	Ich esse oft Chips.
die Erdnuss, die Erdnüsse	peanuts
peanuts	die Erdnuss, die Erdnüsse
"das Popcorn
nur Singular, aus dem Englischen"	popcorn
popcorn	"das Popcorn
nur Singular, aus dem Englischen"
Wir kochen zusammen.	We cook together.
We cook together.	Wir kochen zusammen.
Ich schneide die Zwiebeln.	I’ll chop the onions.
I’ll chop the onions.	Ich schneide die Zwiebeln.
Du schälst die Kartoffeln.	You peel the potatoes.
You peel the potatoes.	Du schälst die Kartoffeln.
der Topf, die Töpfe	pot
pot	der Topf, die Töpfe
die Pfanne, die Pfannen	pan
pan	die Pfanne, die Pfannen
Ich brate die Kartoffeln.	I’ll roast the potatoes.
I’ll roast the potatoes.	Ich brate die Kartoffeln.
Alles gut umrühren.	Stir everything well!
Stir everything well!	Alles gut umrühren.
Mit Salz und Pfeffer würzen.	Season with salt and pepper!
Season with salt and pepper!	Mit Salz und Pfeffer würzen.
Wir backen einen Kuchen.	We're baking a cake.
We're baking a cake.	Wir backen einen Kuchen.
Wir fügen Mehl hinzu.	We add flour.
We add flour.	Wir fügen Mehl hinzu.
der Liter, die Liter	Liter
Liter	der Liter, die Liter
ein Liter	one liter
one liter	ein Liter
das Gramm, die Gramme (nach Zahl: Gramm)	gram
gram	das Gramm, die Gramme (nach Zahl: Gramm)
100 Gramm	100 grams
100 grams	100 Gramm
der Teelöffel, die Teelöffel	teaspoon
teaspoon	der Teelöffel, die Teelöffel
ein Teelöffel	teaspoon
teaspoon	ein Teelöffel
Wir müssen den Ofen vorheizen.	We have to preheat the oven.
We have to preheat the oven.	Wir müssen den Ofen vorheizen.
Kannst du den Tisch decken?	Can you set the table? (informal)
Can you set the table? (informal)	Kannst du den Tisch decken?
die Tischdecke, die Tischdecken	tablecloth
tablecloth	die Tischdecke, die Tischdecken
der Teller, die Teller	plate
plate	der Teller, die Teller
Ich stelle den Teller auf den Tisch.	I’m putting the plate on the table.
I’m putting the plate on the table.	Ich stelle den Teller auf den Tisch.
der Suppenteller, die Suppenteller	soup bowl
soup bowl	der Suppenteller, die Suppenteller
"das Geschirr
hier nur Singular"	dishes
dishes	"das Geschirr
hier nur Singular"
das Besteck, die Bestecke	cutlery
cutlery	das Besteck, die Bestecke
das Messer, die Messer	knife
knife	das Messer, die Messer
die Gabel, die Gabeln	fork
fork	die Gabel, die Gabeln
Ich lege die Gabel neben das Messer.	I’m putting the fork next to the knife.
I’m putting the fork next to the knife.	Ich lege die Gabel neben das Messer.
der Löffel, die Löffel	spoon
spoon	der Löffel, die Löffel
die Tasse, die Tassen	cup
cup	die Tasse, die Tassen
das Glas, die Gläser	glass
glass	das Glas, die Gläser
die Serviette, die Servietten	napkin
napkin	die Serviette, die Servietten
Ich räume den Tisch ab.	I’ll clear the table.
I’ll clear the table.	Ich räume den Tisch ab.
das Frühstück, die Frühstücke	breakfast
breakfast	das Frühstück, die Frühstücke
Wir frühstücken um 8 Uhr.	We have breakfast at 8 a.m.
We have breakfast at 8 a.m.	Wir frühstücken um 8 Uhr.
Ich trinke einen Kaffee.	I drink a coffee.
I drink a coffee.	Ich trinke einen Kaffee.
Ich möchte einen Orangensaft.	I'd like orange juice.
I'd like orange juice.	Ich möchte einen Orangensaft.
Wie möchtest du dein Ei?	How would you like your egg? (informal)
How would you like your egg? (informal)	Wie möchtest du dein Ei?
Ich möchte ein hartgekochtes Ei.	I'd like a hard-boiled egg.
I'd like a hard-boiled egg.	Ich möchte ein hartgekochtes Ei.
eine Scheibe Brot	one slice of bread
one slice of bread	eine Scheibe Brot
Ich nehme ein Brötchen.	I'd like a bun.
I'd like a bun.	Ich nehme ein Brötchen.
"die Butter
nur Singular"	butter
butter	"die Butter
nur Singular"
Hier ist die Marmelade.	Here's the jam.
Here's the jam.	Hier ist die Marmelade.
"der Honig, die Honige
Plural selten"	honey
honey	"der Honig, die Honige
Plural selten"
Ich mag Frischkäse.	I like cream cheese.
I like cream cheese.	Ich mag Frischkäse.
Ich esse gerne Leberwurst.	I like liver sausage./I like liverwurst.
I like liver sausage./I like liverwurst.	Ich esse gerne Leberwurst.
Ich esse ein Müsli mit Milch.	I eat cereal with milk.
I eat cereal with milk.	Ich esse ein Müsli mit Milch.
Wer bist du?	Who are you? (informal)
Who are you? (informal)	Wer bist du?
"Wie geht es dir?
alternativ: Wie geht’s dir?"	How are you? (informal)
How are you? (informal)	"Wie geht es dir?
alternativ: Wie geht’s dir?"
Was ist das?	What is this?
What is this?	Was ist das?
Wie viel kostet das?	How much does it cost?
How much does it cost?	Wie viel kostet das?
Wo wohnst du?	Where do you live? (informal)
Where do you live? (informal)	Wo wohnst du?
Warum lachst du?	Why are you laughing? (informal)
Why are you laughing? (informal)	Warum lachst du?
Wann öffnet der Supermarkt?	When does the supermarket open?
When does the supermarket open?	Wann öffnet der Supermarkt?
Wohin gehst du?	Where are you going? (informal)
Where are you going? (informal)	Wohin gehst du?
Woher kommst du?	Where do you come from? (informal)
Where do you come from? (informal)	Woher kommst du?
Wen suchst du?	Who are you looking for? (informal)
Who are you looking for? (informal)	Wen suchst du?
Für wen ist das?	For whom is this?
For whom is this?	Für wen ist das?
Von wem ist das Lied?	Who is this song by?
Who is this song by?	Von wem ist das Lied?
Wem gehört das?	Who owns this?
Who owns this?	Wem gehört das?
Die Fabrik ist hässlich.	The factory is ugly.
The factory is ugly.	Die Fabrik ist hässlich.
Die Blume ist schön.	The flower is beautiful.
The flower is beautiful.	Die Blume ist schön.
Der Zug ist schnell.	The train is fast.
The train is fast.	Der Zug ist schnell.
Die Schnecke ist langsam.	The snail is slow.
The snail is slow.	Die Schnecke ist langsam.
Der Stein ist schwer.	The stone is heavy.
The stone is heavy.	Der Stein ist schwer.
Die Feder ist leicht.	The feather is light.
The feather is light.	Die Feder ist leicht.
Das Holz ist hart.	The wood is hard.
The wood is hard.	Das Holz ist hart.
Das Kissen ist weich.	The pillow is soft.
The pillow is soft.	Das Kissen ist weich.
Der Film ist langweilig.	The movie is boring.
The movie is boring.	Der Film ist langweilig.
Das Buch ist interessant.	The book is interesting.
The book is interesting.	Das Buch ist interessant.
